#TYPE System.Diagnostics.EventLogEntry#Application/Microsoft-Windows-LoadPerf/1000
"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"900","492e41035f9f","System.Byte[]","53","(0)","0","Information","The Software Protection service is starting.
Parameters:<explicit>","Software Protection Platform Service","System.String[]","1073742724","9/7/2020 3:42:02 AM","9/7/2020 3:42:02 AM",,,
"642","492e41035f9f","System.Byte[]","52","General","1","Warning","Catalog Database (1328,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).","ESENT","System.String[]","642","9/7/2020 3:41:32 AM","9/7/2020 3:41:32 AM",,,
"642","492e41035f9f","System.Byte[]","51","General","1","Warning","Catalog Database (1328,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).","ESENT","System.String[]","642","9/7/2020 3:41:32 AM","9/7/2020 3:41:32 AM",,,
"5617","492e41035f9f","System.Byte[]","50","(0)","0","Information","Windows Management Instrumentation Service subsystems initialized successfully","Microsoft-Windows-WMI","System.String[]","5617","9/7/2020 3:40:14 AM","9/7/2020 3:40:14 AM","NT AUTHORITY\SYSTEM",,
"5615","492e41035f9f","System.Byte[]","49","(0)","0","Information","Windows Management Instrumentation Service started sucessfully","Microsoft-Windows-WMI","System.String[]","5615","9/7/2020 3:39:59 AM","9/7/2020 3:39:59 AM","NT AUTHORITY\SYSTEM",,
"1531","492e41035f9f","System.Byte[]","48","(0)","0","Information","The User Profile Service has started successfully.  

","Microsoft-Windows-User Profiles Service","System.String[]","1531","9/7/2020 3:39:54 AM","9/7/2020 3:39:54 AM","NT AUTHORITY\SYSTEM",,
"1532","492e41035f9f","System.Byte[]","47","(0)","0","Information","The User Profile Service has stopped.  

","Microsoft-Windows-User Profiles Service","System.String[]","1532","9/6/2020 12:40:39 PM","9/6/2020 12:40:39 PM","NT AUTHORITY\SYSTEM",,
"1000","492e41035f9f","System.Byte[]","46","(0)","0","Information","Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data in the data section contains the new index values assigned to this service.","Microsoft-Windows-LoadPerf","System.String[]","1000","9/6/2020 12:38:13 PM","9/6/2020 12:38:13 PM","NT AUTHORITY\SYSTEM",,
"903","492e41035f9f","System.Byte[]","45","(0)","0","0","The Software Protection service has stopped.
","Software Protection Platform Service","System.String[]","1073742727","9/6/2020 12:36:23 PM","9/6/2020 12:36:23 PM",,,
"16384","492e41035f9f","System.Byte[]","44","(0)","0","Information","Successfully scheduled Software Protection service for re-start at 2020-09-07T19:35:23Z. Reason: RulesEngine.","Software Protection Platform Service","System.String[]","1073758208","9/6/2020 12:36:23 PM","9/6/2020 12:36:23 PM",,,
"8198","492e41035f9f","System.Byte[]","43","(0)","0","Error","License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=eeba1977-569e-4571-b639-7623d8bfecc0;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=90c362e5-0da1-4bfd-b53b-b87d309ade43;NotificationInterval=1440;Trigger=TimerEvent","Software Protection Platform Service","System.String[]","3221233670","9/6/2020 12:35:53 PM","9/6/2020 12:35:53 PM",,,
"1003","492e41035f9f","System.Byte[]","42","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 2b1d8c38-a393-4062-99b4-84426ab5c83c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 7305f85e-3cc0-4168-807e-af0afae1f51f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 7c0f8337-c7c9-4d08-8f43-00939508898d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 90c362e5-0da1-4bfd-b53b-b87d309ade43, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: ceae6266-8034-48db-92e4-fc94eb11742f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","9/6/2020 12:35:53 PM","9/6/2020 12:35:53 PM",,,
"902","492e41035f9f","System.Byte[]","41","(0)","0","0","The Software Protection service has started.
10.0.19041.450","Software Protection Platform Service","System.String[]","1073742726","9/6/2020 12:35:52 PM","9/6/2020 12:35:52 PM",,,
"1041","492e41035f9f","System.Byte[]","40","(0)","0","Error","Failed to collect hardware data. Error code 0xD0000034.","Software Protection Platform Service","System.String[]","3221226513","9/6/2020 12:35:52 PM","9/6/2020 12:35:52 PM",,,
"1003","492e41035f9f","System.Byte[]","39","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 2b1d8c38-a393-4062-99b4-84426ab5c83c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 7305f85e-3cc0-4168-807e-af0afae1f51f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 7c0f8337-c7c9-4d08-8f43-00939508898d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 90c362e5-0da1-4bfd-b53b-b87d309ade43, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: ceae6266-8034-48db-92e4-fc94eb11742f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","9/6/2020 12:35:52 PM","9/6/2020 12:35:52 PM",,,
"4202","492e41035f9f","System.Byte[]","38","(2)","2","Information","The description for Event ID '1073746026' in Source 'MSDTC 2' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', '0', '0', '0', '0', '0', '1', 'Mutual Authentication Required', 'NT AUTHORITY\NetworkService', '0', '0', '1'","MSDTC 2","System.String[]","1073746026","9/6/2020 12:35:52 PM","9/6/2020 12:35:52 PM",,,
"1066","492e41035f9f","System.Byte[]","37","(0)","0","Information","Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
","Software Protection Platform Service","System.String[]","1073742890","9/6/2020 12:35:51 PM","9/6/2020 12:35:51 PM",,,
"16394","492e41035f9f","System.Byte[]","36","(0)","0","Information","Offline downlevel migration succeeded.","Software Protection Platform Service","System.String[]","3221241866","9/6/2020 12:35:51 PM","9/6/2020 12:35:51 PM",,,
"900","492e41035f9f","System.Byte[]","35","(0)","0","Information","The Software Protection service is starting.
Parameters:<explicit>","Software Protection Platform Service","System.String[]","1073742724","9/6/2020 12:35:51 PM","9/6/2020 12:35:51 PM",,,
"642","492e41035f9f","System.Byte[]","34","General","1","Warning","Catalog Database (1300,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).","ESENT","System.String[]","642","9/6/2020 12:35:04 PM","9/6/2020 12:35:04 PM",,,
"642","492e41035f9f","System.Byte[]","33","General","1","Warning","Catalog Database (1300,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).","ESENT","System.String[]","642","9/6/2020 12:35:04 PM","9/6/2020 12:35:04 PM",,,
"642","492e41035f9f","System.Byte[]","32","General","1","Warning","Catalog Database (1300,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).","ESENT","System.String[]","642","9/6/2020 12:35:04 PM","9/6/2020 12:35:04 PM",,,
"642","492e41035f9f","System.Byte[]","31","General","1","Warning","Catalog Database (1300,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).","ESENT","System.String[]","642","9/6/2020 12:35:04 PM","9/6/2020 12:35:04 PM",,,
"642","492e41035f9f","System.Byte[]","30","General","1","Warning","Catalog Database (1300,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).","ESENT","System.String[]","642","9/6/2020 12:35:03 PM","9/6/2020 12:35:03 PM",,,
"642","492e41035f9f","System.Byte[]","29","General","1","Warning","Catalog Database (1300,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).","ESENT","System.String[]","642","9/6/2020 12:35:03 PM","9/6/2020 12:35:03 PM",,,
"5617","492e41035f9f","System.Byte[]","28","(0)","0","Information","Windows Management Instrumentation Service subsystems initialized successfully","Microsoft-Windows-WMI","System.String[]","5617","9/6/2020 12:33:58 PM","9/6/2020 12:33:58 PM","NT AUTHORITY\SYSTEM",,
"5615","492e41035f9f","System.Byte[]","27","(0)","0","Information","Windows Management Instrumentation Service started sucessfully","Microsoft-Windows-WMI","System.String[]","5615","9/6/2020 12:33:50 PM","9/6/2020 12:33:50 PM","NT AUTHORITY\SYSTEM",,
"1531","492e41035f9f","System.Byte[]","26","(0)","0","Information","The User Profile Service has started successfully.  

","Microsoft-Windows-User Profiles Service","System.String[]","1531","9/6/2020 12:33:49 PM","9/6/2020 12:33:49 PM","NT AUTHORITY\SYSTEM",,
"1532","WIN-4ODLTDU191U","System.Byte[]","25","(0)","0","Information","The User Profile Service has stopped.  

","Microsoft-Windows-User Profiles Service","System.String[]","1532","8/7/2020 10:37:56 PM","8/7/2020 10:37:56 PM","",,
"903","WIN-4ODLTDU191U","System.Byte[]","24","(0)","0","0","The Software Protection service has stopped.
","Software Protection Platform Service","System.String[]","1073742727","8/7/2020 10:37:01 PM","8/7/2020 10:37:01 PM",,,
"16384","WIN-4ODLTDU191U","System.Byte[]","23","(0)","0","Information","Successfully scheduled Software Protection service for re-start at 2020-08-09T05:36:01Z. Reason: RulesEngine.","Software Protection Platform Service","System.String[]","1073758208","8/7/2020 10:37:01 PM","8/7/2020 10:37:01 PM",,,
"8198","WIN-4ODLTDU191U","System.Byte[]","22","(0)","0","Error","License Activation (slui.exe) failed with the following error code:
hr=0x8007267C
Command-line arguments:
RuleId=eeba1977-569e-4571-b639-7623d8bfecc0;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=90c362e5-0da1-4bfd-b53b-b87d309ade43;NotificationInterval=1440;Trigger=UserLogon;SessionId=1","Software Protection Platform Service","System.String[]","3221233670","8/7/2020 10:36:28 PM","8/7/2020 10:36:28 PM",,,
"1003","WIN-4ODLTDU191U","System.Byte[]","21","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 2b1d8c38-a393-4062-99b4-84426ab5c83c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 7305f85e-3cc0-4168-807e-af0afae1f51f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 7c0f8337-c7c9-4d08-8f43-00939508898d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 90c362e5-0da1-4bfd-b53b-b87d309ade43, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: ceae6266-8034-48db-92e4-fc94eb11742f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","8/7/2020 10:36:28 PM","8/7/2020 10:36:28 PM",,,
"1003","WIN-4ODLTDU191U","System.Byte[]","20","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 2b1d8c38-a393-4062-99b4-84426ab5c83c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 7305f85e-3cc0-4168-807e-af0afae1f51f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 7c0f8337-c7c9-4d08-8f43-00939508898d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 90c362e5-0da1-4bfd-b53b-b87d309ade43, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: ceae6266-8034-48db-92e4-fc94eb11742f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","8/7/2020 10:36:28 PM","8/7/2020 10:36:28 PM",,,
"1003","WIN-4ODLTDU191U","System.Byte[]","19","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 2b1d8c38-a393-4062-99b4-84426ab5c83c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 7305f85e-3cc0-4168-807e-af0afae1f51f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 7c0f8337-c7c9-4d08-8f43-00939508898d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 90c362e5-0da1-4bfd-b53b-b87d309ade43, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: ceae6266-8034-48db-92e4-fc94eb11742f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","8/7/2020 10:36:28 PM","8/7/2020 10:36:28 PM",,,
"8230","WIN-4ODLTDU191U","System.Byte[]","18","(0)","0","Information","The rules engine successfully re-evaluated the schedule.
Kernel policies:
Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;LastConsumptionReason=0xc004f056;LastNotificationId=VolumeUnlicensed;LicenseState=SL_LICENSING_STATUS_NOTIFICATION;PartialProductKey=CWH2D;ProductKeyType=Volume:GVLK;SkuId=90c362e5-0da1-4bfd-b53b-b87d309ade43;ruleId=eeba1977-569e-4571-b639-7623d8bfecc0;uxDifferentiator=ENVIRONMENT;volumeActivationOrder=normal","Software Protection Platform Service","System.String[]","1073750054","8/7/2020 10:36:28 PM","8/7/2020 10:36:28 PM",,,
"1534","WIN-4ODLTDU191U","System.Byte[]","17","(0)","0","Warning","Profile notification of event Create for component {56EA1054-1959-467f-BE3B-A2A787C4B6EA} failed, error code is See Tracelogging for error details. 

","Microsoft-Windows-User Profiles Service","System.String[]","1534","8/7/2020 10:36:27 PM","8/7/2020 10:36:27 PM","",,
"5617","WIN-4ODLTDU191U","System.Byte[]","16","(0)","0","Information","Windows Management Instrumentation Service subsystems initialized successfully","Microsoft-Windows-WMI","System.String[]","5617","8/7/2020 10:36:25 PM","8/7/2020 10:36:25 PM","",,
"5615","WIN-4ODLTDU191U","System.Byte[]","15","(0)","0","Information","Windows Management Instrumentation Service started sucessfully","Microsoft-Windows-WMI","System.String[]","5615","8/7/2020 10:36:20 PM","8/7/2020 10:36:20 PM","",,
"1531","WIN-4ODLTDU191U","System.Byte[]","14","(0)","0","Information","The User Profile Service has started successfully.  

","Microsoft-Windows-User Profiles Service","System.String[]","1531","8/7/2020 10:36:19 PM","8/7/2020 10:36:19 PM","",,
"257","WIN-4ODLTDU191U","System.Byte[]","13","(0)","0","Error","The Cryptographic Services service failed to initialize the Catalog Database. The ESENT error was: -1409.","Microsoft-Windows-CAPI2","System.String[]","257","8/7/2020 10:36:19 PM","8/7/2020 10:36:19 PM",,,
"1003","WIN-4ODLTDU191U","System.Byte[]","12","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 2b1d8c38-a393-4062-99b4-84426ab5c83c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 7305f85e-3cc0-4168-807e-af0afae1f51f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 7c0f8337-c7c9-4d08-8f43-00939508898d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 90c362e5-0da1-4bfd-b53b-b87d309ade43, 1, 0 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: ceae6266-8034-48db-92e4-fc94eb11742f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","8/7/2020 10:36:20 PM","8/7/2020 10:36:20 PM",,,
"1034","WIN-4ODLTDU191U","System.Byte[]","11","(0)","0","Information","Duplicate definition of policy found. Policy name=Security-SPP-WriteWauMarker  Priority=500","Software Protection Platform Service","System.String[]","1073742858","8/7/2020 10:36:20 PM","8/7/2020 10:36:20 PM",,,
"1016","WIN-4ODLTDU191U","System.Byte[]","10","(0)","0","Information","Proof of Purchase installed successfully. 
ACID=90c362e5-0da1-4bfd-b53b-b87d309ade43
PKeyId=10b5fe3d-eb09-7039-af2b-f32d690ad96f","Software Protection Platform Service","System.String[]","1073742840","8/7/2020 10:36:20 PM","8/7/2020 10:36:20 PM",,,
"1532","WIN-4ODLTDU191U","System.Byte[]","9","(0)","0","Information","The User Profile Service has stopped.  

","Microsoft-Windows-User Profiles Service","System.String[]","1532","8/7/2020 10:36:06 PM","8/7/2020 10:36:06 PM","",,
